Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
divorce in new york state,86,86,320,33,2.78,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.67,31700,"[36,29,44,81,44,29,29,23,36,36,29,23]",2026-04-28,"Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
top divorce attorneys in brooklyn for high asset divorce,88,88,40,0,0.00,https://www.tullylegal.com/brooklyn-family/divorce/,0,0,0.00,0,248000,"[28,100,71,100,14,0]",2026-03-12,"Local pack, Video, AI overview",informational,Organic
new york divorce mediators,1,1,50,25,8.44,https://www.tullylegal.com/legal-services/mediation/,0,0,0.00,0.35,1920000,"[28,28,28,28,35,28,100,100,50,35,21,14]",2026-04-08,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,AI overview
going back to maiden name after divorce,51,51,70,14,0.47,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.06,26200000,"[15,8,15,11,15,11,11,11,8,6,8,5]",2026-04-19,"Sitelinks, Video, FAQ, Related searches, AI overview",informational,Organic
going back to maiden name after divorce,74,74,70,14,0.47,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.06,26200000,"[15,8,15,11,15,11,11,11,8,6,8,5]",2026-04-19,"Sitelinks, Video, FAQ, Related searches, AI overview",informational,Organic
divorce attorneys bronx ny,13,13,30,11,13.91,https://www.tullylegal.com/bronx-family/,0,0,0.00,0.74,948000,"[11,11,22,22,22,22,55,55,55,44,44,55]",2026-04-18,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",commercial,Organic
are divorce papers public,36,36,30,37,0.69,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.18,24900000,"[28,28,28,28,28,28,42,100,42,71,57,57]",2026-04-18,"Video, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
are divorce papers public,40,40,30,37,0.69,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.18,24900000,"[28,28,28,28,28,28,42,100,42,71,57,57]",2026-04-18,"Video, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
are divorce papers public,67,67,30,37,0.69,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.18,24900000,"[28,28,28,28,28,28,42,100,42,71,57,57]",2026-04-18,"Video, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
how is property divided in a divorce in colorado,1,1,90,9,0.51,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.71,3970000,"[29,17,29,29,64,41,100,100,64,41,52,41]",2026-04-04,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,People also ask
how to get a divorce in nys,26,26,30,36,1.46,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.52,174,"[9,9,9,9,9,9,9,9,9,9,9,66]",2026-05-01,"Video, People also ask, Related searches, AI overview",informational,Organic
how to get a divorce in nys,35,35,30,36,1.46,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.52,174,"[9,9,9,9,9,9,9,9,9,9,9,66]",2026-05-01,"Video, People also ask, Related searches, AI overview",informational,Organic
how to get a divorce in nys,93,93,30,36,1.46,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.52,174,"[9,9,9,9,9,9,9,9,9,9,9,66]",2026-05-01,"Video, People also ask, Related searches, AI overview",informational,Organic
lower manhattan divorce lawyer,43,43,70,28,0.00,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0,903000,"[55,77,77,100,77,100]",2026-04-21,"Local pack, Video, Image, Related searches, Discussions and forums",commercial,Organic
is new york a no fault state for divorce,81,81,40,16,0.90,https://www.tullylegal.com/rochester-family/divorce-lawyer/no-fault/,0,0,0.00,0.03,9140000,"[35,14,14,14,28,50,100,64,0,14,14,14]",2026-04-29,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
is new york a no fault state for divorce,99,99,40,16,0.90,https://www.tullylegal.com/rochester-family/divorce-lawyer/no-fault/,0,0,0.00,0.03,9140000,"[35,14,14,14,28,50,100,64,0,14,14,14]",2026-04-29,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
divorce new york state,29,29,30,28,2.78,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.67,219000000,"[7,3,0,34,0,0,26,7,3,19,19,7]",2026-03-22,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
divorced military spouse divorce entitlements,74,74,30,14,1.95,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.22,59100000,"[14,14,14,14,14,14,14,14,14,14,14,100]",2026-04-25,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
nys divorce decree,53,53,170,38,1.42,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.29,118,"[54,18,54,43,66,35,29,22,29,18,14,18]",2026-03-28,"Video, People also ask, FAQ, Related searches, AI overview",informational,Organic
fixed fee divorce lawyers,90,90,90,8,12.55,https://www.tullylegal.com/brooklyn-family/divorce/,0,0,0.00,0.95,3440000,"[42,23,66,100,100,80,23,19,14,9,9,9]",2026-04-10,"Local pack, Video, FAQ, Related searches",commercial,Organic
divorce lawyers in saratoga springs ny,15,15,30,32,6.27,https://www.tullylegal.com/saratoga-family/,0,0,0.00,0.71,1110000,"[71,100,42,42,28,28,71,0,28,14,14,57]",2026-03-21,"Local pack, Video, Image, Related searches",commercial,Organic
divorce lawyers in saratoga springs ny,70,70,30,32,6.27,https://www.tullylegal.com/locations/saratoga-springs-ny/,0,0,0.00,0.71,1110000,"[71,100,42,42,28,28,71,0,28,14,14,57]",2026-03-21,"Local pack, Video, Image, Related searches",commercial,Organic
how to protect military retirement in divorce,34,34,70,11,0.93,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.13,5140000,"[27,45,45,81,63,100,100,100,27,27,36,27]",2026-04-09,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
affordable high-net-worth divorce attorneys manhattan,91,91,50,12,0.00,https://www.tullylegal.com/albany-family/divorce-lawyer/high-net-worth/,0,0,0.00,0,12200000,"[44,100,100,100,11,11]",2026-04-26,"Local pack, Video, Video Carousel, People also ask, Discussions and forums, AI overview",informational,Organic
what is the process for a divorce,17,17,30,36,0.73,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.29,188,"[28,28,100,71,57,57,14,14,14,0,14,42]",2026-03-16,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how to apply for divorce in ny,45,45,720,33,1.56,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.71,161000000,"[21,59,72,59,88,88,17,59,88,72,100,88]",2026-03-29,"Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
am i responsible for my husband's debts if we divorce,100,100,140,2,6.52,https://www.tullylegal.com/resources/articles/who-is-responsible-for-debt-in-a-divorce/,0,0,0.00,0.09,2630000,"[43,35,35,28,28,28,43,53,28,17,28,23]",2026-04-10,"Sitelinks, Video, Related searches, AI overview",informational,Organic
albuquerque military divorce retirement benefits lawyer,36,36,110,1,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,106000,"[6,3,0,9,12,3,53,65,53,65,100,43]",2026-04-26,"Local pack, Sitelinks, Video, AI overview",informational,Organic
divorce lawyers in rochester ny,18,18,110,17,4.26,https://www.tullylegal.com/rochester-family/divorce-lawyer/,0,0,0.00,0.59,132,"[6,65,21,15,53,81,43,28,28,21,28,34]",2026-04-24,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
divorce lawyers in rochester ny,92,92,110,17,4.26,https://www.tullylegal.com/rochester-family/,0,0,0.00,0.59,132,"[6,65,21,15,53,81,43,28,28,21,28,34]",2026-04-24,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
changing my name after divorce,60,60,90,14,0.63,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.41,172,"[80,52,42,52,42,52,42,52,42,42,33,42]",2026-04-24,"Sitelinks, Video, Video Carousel, People also ask, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
military divorce arkansas,48,48,90,0,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.03,138,"[17,23,41,29,29,29,41,52,64,100,100,82]",2026-03-12,"Video, Discussions and forums, AI overview",informational,Organic
how to change your name back after divorce,88,88,140,15,0.42,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.26,160,"[66,100,66,80,66,66,66,66,52,52,52,52]",2026-04-26,"Sitelinks, Video, Video Carousel, People also ask, FAQ, Related searches, AI overview",informational,Organic
new york divorce requirements,45,45,30,27,0.62,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.23,208000000,"[11,17,17,17,41,17,23,29,23,23,11,11]",2026-04-09,"Sitelinks, Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
new york divorce requirements,97,97,30,27,0.62,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.23,208000000,"[11,17,17,17,41,17,23,29,23,23,11,11]",2026-04-09,"Sitelinks, Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
steps to getting a divorce,86,86,480,26,0.79,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.55,181,"[54,67,67,67,44,67,67,54,67,44,44,44]",2026-04-15,"Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
new york state divorce,36,36,390,39,2.78,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.67,204000000,"[81,66,81,54,81,100,54,44,81,35,54,66]",2026-05-04,"Video, People also ask, Related searches, AI overview",informational,Organic
how to get uncontested divorce in new york,10,10,40,33,0.00,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0,148,"[33,22,33,22,22,100,77,100,55,44,55,33]",2026-03-12,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
should i move out before divorce,19,19,50,0,1.26,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.19,231000000,"[9,9,14,23,14,19,42,42,23,42,42,23]",2026-04-21,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
should i move out before divorce,28,28,50,0,1.26,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.19,231000000,"[9,9,14,23,14,19,42,42,23,42,42,23]",2026-04-21,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
divorce how to,86,86,70,26,1.35,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.49,243000000,"[100,8,5,1,0,0,11,6,6,3,3,3]",2026-04-20,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
military divorce lawyer in washington state,35,35,70,10,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,138,"[9,9,9,18,36,27,81,100,81,81,100,81]",2026-03-25,"Local pack, Sitelinks, Discussions and forums",commercial,Organic
military divorce lawyer in washington state,76,76,70,10,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,138,"[9,9,9,18,36,27,81,100,81,81,100,81]",2026-03-25,"Local pack, Sitelinks, Discussions and forums",commercial,Organic
divorce conference,15,15,40,10,0.00,https://www.tullylegal.com/resources/articles/preparing-for-the-preliminary-conference-what-to-expect-in-new-york-divorce-court/,0,0,0.00,0.33,106000000,"[19,19,19,14,14,14,23,33,19,14,14,23]",2026-03-25,"Sitelinks, Video, Image, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to file a divorce in ny,16,16,40,31,1.56,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.71,153000000,"[9,45,45,45,45,45,36,45,36,18,9,9]",2026-04-21,"Video, Ads bottom, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to file a divorce in ny,25,25,40,31,1.56,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.71,153000000,"[9,45,45,45,45,45,36,45,36,18,9,9]",2026-04-21,"Video, Ads bottom, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to file a divorce in ny,68,68,40,31,1.56,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.71,153000000,"[9,45,45,45,45,45,36,45,36,18,9,9]",2026-04-21,"Video, Ads bottom, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
first steps in filing for divorce,64,64,50,26,1.92,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.63,32200000,"[77,100,22,11,44,55,55,77,77,44,55,77]",2026-03-26,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
piscataway county military divorce lawyer,14,14,40,2,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,70800,"[0,42,57,57,42,28,100,100,57,57,28,57]",2026-03-12,"Local pack, Sitelinks, Video, Image, AI overview","commercial, informational",Organic
piscataway county military divorce lawyer,25,25,40,2,0.00,https://www.tullylegal.com/albany-divorce/military-divorce/,0,0,0.00,0,70800,"[0,42,57,57,42,28,100,100,57,57,28,57]",2026-03-12,"Local pack, Sitelinks, Video, Image, AI overview","commercial, informational",Organic
divorce procedure in ny,28,28,260,28,1.30,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.52,19700000,"[0,66,28,35,82,82,35,35,82,66,100,100]",2026-04-10,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
divorce procedure in ny,33,33,260,28,1.30,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.52,19700000,"[0,66,28,35,82,82,35,35,82,66,100,100]",2026-04-10,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
divorce procedure in ny,84,84,260,28,1.30,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.52,19700000,"[0,66,28,35,82,82,35,35,82,66,100,100]",2026-04-10,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyer buffalo,68,68,30,41,5.04,https://www.tullylegal.com/buffalo-family/,0,0,0.00,0.62,2670000,"[100,28,0,14,14,100,71,28,28,28,28,14]",2026-05-01,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
divorce lawyer buffalo,71,71,30,41,5.04,https://www.tullylegal.com/buffalo-family/,0,0,0.00,0.62,2670000,"[100,28,0,14,14,100,71,28,28,28,28,14]",2026-05-01,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
divorce filings new york,17,17,90,38,0.98,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.3,145,"[0,0,41,52,82,52,41,41,64,100,23,64]",2026-03-16,"Video, Related searches, AI overview",informational,Organic
